Layer,ID,Burial_axis,Degree_axis,Condition,Length,Width,Height,Pit,sampled,start_layer,start_depth,end_depth,start_depth_sure,old_layer,Phase,Coffin,Straw_mat,Gender,Age,artefact,count
2,64,1,65,4,65,40,16,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,Stone_artifact,NA
2,64,1,65,4,65,40,16,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,Grinding_stone,NA
2,64,1,65,4,65,40,16,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,Stone_hammer,NA
2,64,1,65,4,65,40,16,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,Stone_axe,NA
2,64,1,65,4,65,40,16,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,Wood_artifact,NA
2,64,1,65,4,65,40,16,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,Anping_jar,NA
2,64,1,65,4,65,40,16,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,Kendi_mouth,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Agate_bead,3
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Golden_bead,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Glass_bead,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,IndoPacific_bead,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Glass_earring,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Big_Metal_ring,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Small_Metal_ring,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Wide_Metal_ring,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Metal_ring,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Bell,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Knit,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,fish_shape_knit,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Metal_string,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Metal_piece,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Gold_leaf,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Metal_plate,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Hair_pin,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Niddle,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Bone_plate,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Comb,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Coin,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,B&W_sauce_plate,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,B&W_vase,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,B&W_bowl,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Porcelain_bowl,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Porcelain_vessel,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Porcelain_vase,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Blue_glazed_vase,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Brown_glazed_vase,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Porcelain_piece,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Stamped_ceramic,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Stoneware,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Ceramic_vessel,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Ceramic_vase,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Iron_artifact,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Stone_artifact,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Grinding_stone,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Stone_hammer,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Stone_axe,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Wood_artifact,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Anping_jar,NA
1,65,1,300,2,90,65,28,P020,NA,2,-32,-60,NA,4,euro,1,0,3,NA,Kendi_mouth,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Agate_bead,2
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Golden_bead,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Glass_bead,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,IndoPacific_bead,2
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Glass_earring,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Big_Metal_ring,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Small_Metal_ring,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Wide_Metal_ring,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Metal_ring,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Bell,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Knit,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,fish_shape_knit,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Metal_string,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Metal_piece,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Gold_leaf,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Metal_plate,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Hair_pin,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Niddle,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Bone_plate,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Comb,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Coin,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,B&W_sauce_plate,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,B&W_vase,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,B&W_bowl,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Porcelain_bowl,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Porcelain_vessel,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Porcelain_vase,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Blue_glazed_vase,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Brown_glazed_vase,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Porcelain_piece,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Stamped_ceramic,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Stoneware,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Ceramic_vessel,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Ceramic_vase,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Iron_artifact,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Stone_artifact,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Grinding_stone,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Stone_hammer,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Stone_axe,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Wood_artifact,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Anping_jar,NA
2,66,1,275,1,75,65,34,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,Kendi_mouth,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Agate_bead,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Golden_bead,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Glass_bead,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,IndoPacific_bead,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Glass_earring,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Big_Metal_ring,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Small_Metal_ring,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Wide_Metal_ring,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Metal_ring,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Bell,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Knit,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,fish_shape_knit,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Metal_string,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Metal_piece,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Gold_leaf,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Metal_plate,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Hair_pin,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Niddle,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Bone_plate,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Comb,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Coin,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,B&W_sauce_plate,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,B&W_vase,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,B&W_bowl,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Porcelain_bowl,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Porcelain_vessel,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Porcelain_vase,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Blue_glazed_vase,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Brown_glazed_vase,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Porcelain_piece,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Stamped_ceramic,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Stoneware,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Ceramic_vessel,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Ceramic_vase,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Iron_artifact,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Stone_artifact,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Grinding_stone,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Stone_hammer,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Stone_axe,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Wood_artifact,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Anping_jar,NA
1,67,1,300,2,100,55,46,P012,NA,2,-51,-97,NA,4,pre,1,1,NA,7,Kendi_mouth,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Agate_bead,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Golden_bead,1
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Glass_bead,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,IndoPacific_bead,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Glass_earring,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Big_Metal_ring,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Small_Metal_ring,1
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Wide_Metal_ring,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Metal_ring,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Bell,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Knit,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,fish_shape_knit,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Metal_string,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Metal_piece,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Gold_leaf,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Metal_plate,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Hair_pin,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Niddle,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Bone_plate,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Comb,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Coin,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,B&W_sauce_plate,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,B&W_vase,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,B&W_bowl,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Porcelain_bowl,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Porcelain_vessel,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Porcelain_vase,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Blue_glazed_vase,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Brown_glazed_vase,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Porcelain_piece,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Stamped_ceramic,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Stoneware,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Ceramic_vessel,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Ceramic_vase,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Iron_artifact,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Stone_artifact,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Grinding_stone,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Stone_hammer,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Stone_axe,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Wood_artifact,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Anping_jar,NA
1,68,1,295,3,70,45,13,P020,NA,1,-37,-50,NA,4,post,NA,0,NA,1,Kendi_mouth,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Agate_bead,4
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Golden_bead,3
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Glass_bead,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,IndoPacific_bead,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Glass_earring,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Big_Metal_ring,6
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Small_Metal_ring,4
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Wide_Metal_ring,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Metal_ring,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Bell,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Knit,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,fish_shape_knit,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Metal_string,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Metal_piece,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Gold_leaf,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Metal_plate,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Hair_pin,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Niddle,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Bone_plate,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Comb,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Coin,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,B&W_sauce_plate,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,B&W_vase,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,B&W_bowl,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Porcelain_bowl,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Porcelain_vessel,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Porcelain_vase,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Blue_glazed_vase,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Brown_glazed_vase,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Porcelain_piece,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Stamped_ceramic,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Stoneware,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Ceramic_vessel,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Ceramic_vase,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Iron_artifact,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Stone_artifact,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Grinding_stone,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Stone_hammer,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Stone_axe,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Wood_artifact,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Anping_jar,NA
1,69,1,295,2,126,65,20,P020,NA,2,-50,-70,NA,4,euro,1,0,3,5,Kendi_mouth,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Agate_bead,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Golden_bead,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Glass_bead,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,IndoPacific_bead,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Glass_earring,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Big_Metal_ring,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Small_Metal_ring,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Wide_Metal_ring,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Metal_ring,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Bell,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Knit,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,fish_shape_knit,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Metal_string,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Metal_piece,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Gold_leaf,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Metal_plate,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Hair_pin,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Niddle,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Bone_plate,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Comb,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,Coin,NA
1,70,1,30,2,120,60,18,P012,NA,2,-52,-70,NA,4,pre,1,0,3,6,B&W_sauce_plate,NA
